timestamp,market,slug,side,entry_price,exit_price,entry_second,exit_second,reason,btc_at_entry,btc_at_exit,btc_ret_at_entry,btc_ret_at_exit,pnl_gross,pnl_net,fees,balance
2026-02-12T16:30:25.997981+00:00,"Bitcoin Up or Down - February 12, 11:15AM-11:30AM ET",btc-updown-15m-1770912900,UP,0.5500,0.0000,305,926,RESOLUTION,66597.29,66085.99,0.001352,-0.006336,-20.00,-20.80,0.80,-56.62
2026-02-12T16:40:52.513291+00:00,"Bitcoin Up or Down - February 12, 11:30AM-11:45AM ET",btc-updown-15m-1770913800,UP,0.5900,0.9700,300,653,TAKE_PROFIT,66128.73,66423.49,0.000958,0.005420,12.88,12.08,0.80,-44.54
2026-02-12T16:54:04.737099+00:00,"Bitcoin Up or Down - February 12, 11:45AM-12:00PM ET",btc-updown-15m-1770914700,DOWN,0.7000,0.9700,300,545,TAKE_PROFIT,66124.70,65612.01,-0.002175,-0.009911,7.71,6.91,0.80,-37.63
2026-02-12T17:15:00.951155+00:00,"Bitcoin Up or Down - February 12, 12:00PM-12:15PM ET",btc-updown-15m-1770915600,UP,0.5300,0.0000,317,901,RESOLUTION,65885.63,65696.12,0.001043,-0.001836,-20.00,-20.80,0.80,-58.43
2026-02-12T17:30:05.646679+00:00,"Bitcoin Up or Down - February 12, 12:15PM-12:30PM ET",btc-updown-15m-1770916500,DOWN,0.6000,0.0000,312,906,RESOLUTION,65651.93,66124.15,-0.000669,0.006519,-20.00,-20.80,0.80,-79.23
2026-02-12T17:44:12.591783+00:00,"Bitcoin Up or Down - February 12, 12:30PM-12:45PM ET",btc-updown-15m-1770917400,DOWN,0.7500,0.9700,301,853,TAKE_PROFIT,65924.23,65959.45,-0.003158,-0.002625,5.87,5.07,0.80,-74.16
2026-02-12T17:54:39.940928+00:00,"Bitcoin Up or Down - February 12, 12:45PM-1:00PM ET",btc-updown-15m-1770918300,DOWN,0.7400,0.9700,301,580,TAKE_PROFIT,65807.52,65590.97,-0.002614,-0.005896,6.22,5.42,0.80,-68.75
2026-02-12T18:42:47.321261+00:00,"Bitcoin Up or Down - February 12, 1:30PM-1:45PM ET",btc-updown-15m-1770921000,UP,0.5900,0.9700,352,767,TAKE_PROFIT,65375.48,65475.09,0.001094,0.002620,12.88,12.08,0.80,12.08
2026-02-12T19:11:33.242474+00:00,"Bitcoin Up or Down - February 12, 2:00PM-2:15PM ET",btc-updown-15m-1770922800,DOWN,0.5300,0.9700,305,693,TAKE_PROFIT,65523.88,65363.81,-0.000947,-0.003388,16.60,15.80,0.80,27.89
2026-02-12T22:08:04.910737+00:00,"Bitcoin Up or Down - February 12, 5:00PM-5:15PM ET",btc-updown-15m-1770933600,UP,0.5700,0.2600,313,485,TOKEN_STOP_LOSS,65871.42,65781.25,0.000838,-0.000532,-10.88,-11.68,0.80,-11.68
2026-02-12T22:41:39.574491+00:00,"Bitcoin Up or Down - February 12, 5:30PM-5:45PM ET",btc-updown-15m-1770935400,UP,0.6000,0.3000,387,700,TOKEN_STOP_LOSS,65990.84,65910.00,0.000953,-0.000273,-10.00,-10.80,0.80,-22.48
2026-02-12T22:59:06.168012+00:00,"Bitcoin Up or Down - February 12, 5:45PM-6:00PM ET",btc-updown-15m-1770936300,UP,0.6500,0.9700,422,846,TAKE_PROFIT,66269.39,66330.87,0.001956,0.002886,9.85,9.05,0.80,36.93
2026-02-12T22:59:06.629671+00:00,"Bitcoin Up or Down - February 12, 5:45PM-6:00PM ET",btc-updown-15m-1770936300,UP,0.6500,0.9700,421,847,TAKE_PROFIT,66269.38,66335.80,0.001553,0.002557,9.85,9.05,0.80,-13.43
2026-02-12T23:26:57.553616+00:00,"Bitcoin Up or Down - February 12, 6:15PM-6:30PM ET",btc-updown-15m-1770938100,UP,0.4700,0.9700,323,718,TAKE_PROFIT,66347.01,66482.01,0.000830,0.002866,21.28,20.48,0.80,7.05
2026-02-13T00:40:03.696337+00:00,"Bitcoin Up or Down - February 12, 7:30PM-7:45PM ET",btc-updown-15m-1770942600,DOWN,0.5600,0.2600,369,604,TOKEN_STOP_LOSS,65960.14,66082.17,-0.001012,0.000837,-10.71,-11.51,0.80,-4.47
2026-02-13T00:59:47.376432+00:00,"Bitcoin Up or Down - February 12, 7:45PM-8:00PM ET",btc-updown-15m-1770943500,UP,0.4400,0.1600,362,887,TOKEN_STOP_LOSS,65933.54,65978.00,-0.000826,-0.000152,-12.73,-13.53,0.80,-18.00
2026-02-13T01:27:57.678329+00:00,"Bitcoin Up or Down - February 12, 8:15PM-8:30PM ET",btc-updown-15m-1770945300,DOWN,0.5900,0.9700,437,778,TAKE_PROFIT,66178.31,66100.29,-0.000868,-0.002046,12.88,12.08,0.80,-5.91
2026-02-13T01:40:33.290668+00:00,"Bitcoin Up or Down - February 12, 8:30PM-8:45PM ET",btc-updown-15m-1770946200,UP,0.5900,0.9700,300,633,TAKE_PROFIT,66382.27,66471.24,0.002238,0.003582,12.88,12.08,0.80,6.17
2026-02-13T01:59:55.442146+00:00,"Bitcoin Up or Down - February 12, 8:45PM-9:00PM ET",btc-updown-15m-1770947100,DOWN,0.3800,0.5600,599,895,RESOLUTION,66402.32,66416.38,-0.001018,-0.000807,9.47,8.67,0.80,14.84
2026-02-13T02:13:13.945276+00:00,"Bitcoin Up or Down - February 12, 9:00PM-9:15PM ET",btc-updown-15m-1770948000,UP,0.5700,0.9700,395,794,TAKE_PROFIT,66486.91,66551.80,0.000808,0.001785,14.04,13.24,0.80,28.08
2026-02-13T02:43:30.785156+00:00,"Bitcoin Up or Down - February 12, 9:30PM-9:45PM ET",btc-updown-15m-1770949800,DOWN,0.5100,0.1900,440,811,TOKEN_STOP_LOSS,66537.13,66574.29,-0.000804,-0.000246,-12.55,-13.35,0.80,14.73
2026-02-13T02:57:25.271633+00:00,"Bitcoin Up or Down - February 12, 9:45PM-10:00PM ET",btc-updown-15m-1770950700,UP,0.5900,0.9700,391,745,TAKE_PROFIT,66654.23,66724.50,0.001119,0.002174,12.88,12.08,0.80,26.81
